record_id,visit_date,month,week_number,quarter,season,city,store_type,retailer_id,salesperson_name,consumer_demographic,product_category,retailer_feedback,trend_signal_type,trend_label
CTR-0494,2025-03-17,3,12,Q1,Holi,Hyderabad,Wholesale Depot,RTL-0036,Anjali Rao,teenagers,namkeen,Owner said mango season created a window for tangy flavors that is now year-round demand.,flavor_trend,tangy_sour_flavor_rise
CTR-0495,2025-09-29,9,40,Q3,Monsoon,Patna,Departmental Store,RTL-0068,Rajesh Gupta,school children,wafers,Retailer confirmed sour skittle type flavors in snack format is new request from teens.,flavor_trend,tangy_sour_flavor_rise
CTR-0496,2025-04-27,4,17,Q2,Summer,Ahmedabad,Petrol-pump Store,RTL-0063,Arjun Mehta,homemakers,namkeen,Customer said tangy flavor helps them study late night. Alert and awake from sour taste.,flavor_trend,tangy_sour_flavor_rise
CTR-0497,2025-11-29,11,48,Q4,Post-Festive,Kolkata,Supermarket,RTL-0013,Kavita Joshi,teenagers,popcorn,Owner told me tangy snacks moving fast near movie theaters. People eating during interval.,flavor_trend,tangy_sour_flavor_rise
CTR-0498,2025-04-27,4,17,Q2,Summer,Bangalore,Hypermarket,RTL-0023,Priya Sharma,teenagers,roasted nuts,Retailer said yogurt and tamarind combo flavor is new experimental request from customers.,flavor_trend,tangy_sour_flavor_rise
CTR-0499,2026-01-12,1,3,Q1,Winter,Vizag,Medical Store,RTL-0033,Anjali Rao,urban youth,namkeen,Customer asked for something more sour than lemon flavor. Said lemon is too mild for them.,flavor_trend,tangy_sour_flavor_rise
CTR-0500,2025-12-14,12,50,Q4,Post-Festive,Chandigarh,Supermarket,RTL-0052,Ravi Kumar,homemakers,bhujia,Owner told me chaat masala topped snacks selling in bulk near street food areas.,flavor_trend,tangy_sour_flavor_rise
CTR-0501,2026-03-25,3,13,Q1,Summer,Chennai,Wholesale Depot,RTL-0053,Priya Sharma,working professionals,wafers,"Owner said sales normal this week, nothing specific to report",no_trend,no_trend_detected
CTR-0502,2025-12-06,12,49,Q4,Winter,Kochi,Departmental Store,RTL-0011,Deepa Nair,homemakers,rice crisps,"Regular stock movement, no particular customer demand observed today",no_trend,no_trend_detected
CTR-0503,2025-10-09,10,41,Q4,Festive,Vizag,Convenience Store,RTL-0033,Anjali Rao,premium shoppers,namkeen,"Quiet visit, retailer busy with billing, brief chat only",no_trend,no_trend_detected
CTR-0504,2025-09-10,9,37,Q3,Monsoon,Nagpur,Hypermarket,RTL-0037,Vikram Iyer,working professionals,biscuits,"Stock arrived on time, owner had no complaints or feedback",no_trend,no_trend_detected
CTR-0505,2026-03-16,3,12,Q1,Summer,Surat,Wholesale Depot,RTL-0060,Arjun Mehta,urban youth,namkeen,"Routine visit, retailer confirmed inventory levels look fine",no_trend,no_trend_detected
CTR-0506,2025-11-02,11,44,Q4,Post-Festive,Surat,Petrol-pump Store,RTL-0042,Suresh Patel,senior citizens,roasted nuts,"Owner just chatted casually, no specific consumer trend mentioned",no_trend,no_trend_detected
CTR-0507,2026-03-26,3,13,Q1,Summer,Pune,General Store,RTL-0045,Meena Reddy,school children,rice crisps,"Regular customers buying same products as usual, nothing new",no_trend,no_trend_detected
CTR-0508,2026-02-27,2,9,Q1,Winter,Chandigarh,Petrol-pump Store,RTL-0052,Ravi Kumar,college students,popcorn,"Retailer focused on accounts today, snack section moving normally",no_trend,no_trend_detected
CTR-0509,2025-10-26,10,43,Q4,Festive,Lucknow,College Canteen,RTL-0079,Amit Singh,teenagers,bhujia,"No customer queries today according to retailer, steady sales",no_trend,no_trend_detected
CTR-0510,2026-01-18,1,3,Q1,Winter,Delhi,Medical Store,RTL-0057,Naresh Yadav,working professionals,wafers,Owner mentioned weather affecting walk-ins but no product feedback,no_trend,no_trend_detected
CTR-0511,2025-12-11,12,50,Q4,Winter,Chandigarh,Petrol-pump Store,RTL-0010,Rajesh Gupta,middle-income families,wafers,"Standard week according to retailer, all categories selling evenly",no_trend,no_trend_detected
CTR-0512,2025-06-14,6,24,Q2,Monsoon,Indore,General Store,RTL-0043,Sunita Verma,young professionals,roasted nuts,"Brief visit, retailer had distributor meeting, no detailed feedback",no_trend,no_trend_detected
CTR-0513,2025-12-20,12,51,Q4,Winter,Jaipur,Petrol-pump Store,RTL-0026,Harish Babu,senior citizens,popcorn,"Owner busy restocking shelves, no time for detailed conversation",no_trend,no_trend_detected
CTR-0514,2025-07-10,7,28,Q3,Monsoon,Patna,Hypermarket,RTL-0088,Rekha Pillai,working professionals,bhujia,"Routine check-in, retailer satisfied with current product range",no_trend,no_trend_detected
CTR-0515,2025-06-02,6,23,Q2,Monsoon,Bhubaneswar,Wholesale Depot,RTL-0073,Kavita Joshi,college students,namkeen,No specific demand pattern this week per retailer observations,no_trend,no_trend_detected
